SaleID,Date,ProductID,CustomerID,EmployeeID,Quantity,UnitPrice,Discount
69,2023-01-02,12,22,16,1,200,0.0
70,2024-01-25,20,285,19,12,200,0.0
71,2024-07-19,5,269,16,3,100,0.25
72,2023-04-16,5,258,7,11,100,0.05
73,2024-04-21,6,29,14,2,75,0.1
74,2024-12-03,9,213,14,9,150,0.1
75,2024-02-06,2,283,25,12,150,0.05
76,2024-12-30,12,50,4,1,100,0.05
77,2024-07-09,3,95,15,13,200,0.1
78,2023-06-11,20,88,3,14,100,0.15
79,2023-07-21,12,44,5,9,200,0.0
80,2023-09-27,17,278,1,9,200,0.0
81,2023-09-28,10,171,3,8,100,0.1
82,2024-03-31,14,189,15,8,50,0.05
83,2024-04-06,17,184,24,11,150,0.15
84,2024-12-27,18,3,8,14,200,0.1
85,2023-09-09,19,191,4,12,200,0.0
86,2024-12-02,17,118,2,1,50,0.25
87,2023-10-23,14,19,24,11,75,0.05
88,2024-12-25,9,23,24,8,50,0.25
89,2024-12-20,8,30,10,10,50,0.1
90,2023-12-04,2,295,4,14,200,0.0
91,2023-02-22,13,108,3,3,150,0.15
92,2023-08-05,7,281,2,11,50,0.25
93,2023-07-07,9,128,25,7,75,0.15
94,2024-01-15,11,229,17,11,100,0.0
95,2024-05-07,14,111,23,1,50,0.25
96,2023-02-10,4,136,21,1,50,0.15
97,2023-06-06,13,186,24,10,75,0.15
98,2023-01-15,2,144,20,13,150,0.25
99,2023-03-06,5,72,23,5,50,0.0
100,2024-06-04,11,129,13,5,50,0.15
101,2023-12-10,6,261,5,8,150,0.1
102,2023-05-09,18,3,21,7,75,0.25
103,2024-10-09,10,104,9,8,50,0.05
104,2024-04-16,4,224,25,6,150,0.05
105,2023-03-04,9,10,25,6,50,0.0
106,2023-05-19,6,231,22,2,100,0.1
107,2024-05-13,2,219,6,6,200,0.15
108,2024-08-15,17,66,5,5,100,0.05
109,2024-01-27,5,112,25,13,50,0.0
110,2024-11-05,6,13,10,3,75,0.1
111,2024-02-23,12,86,8,6,200,0.1
112,2023-10-16,10,234,7,8,100,0.0
113,2024-01-14,6,90,7,9,150,0.0
114,2024-05-04,8,54,6,1,75,0.15
115,2023-08-19,2,12,21,3,100,0.0
116,2023-02-10,12,209,20,3,150,0.15
117,2023-01-28,13,14,3,11,50,0.15
118,2023-05-15,7,121,19,8,150,0.25
119,2023-07-20,10,20,22,1,100,0.1
120,2023-02-02,13,75,15,5,100,0.1
121,2023-02-17,17,243,4,3,50,0.1
122,2024-05-17,14,223,12,2,150,0.25
123,2024-02-11,2,70,6,8,150,0.15
124,2024-07-27,11,211,19,3,50,0.15
125,2024-12-28,1,101,4,7,150,0.0
126,2023-04-09,19,186,15,12,50,0.25
127,2024-11-14,4,132,9,11,75,0.0
128,2024-12-26,19,111,5,1,100,0.25
129,2024-06-30,11,132,13,6,75,0.0
130,2024-09-04,8,20,23,3,200,0.05
131,2024-04-06,11,24,18,8,200,0.1
132,2024-10-04,4,227,5,6,200,0.1
133,2023-01-05,17,154,25,12,50,0.15
134,2023-08-06,7,293,16,2,150,0.05
135,2024-05-17,8,230,19,6,75,0.1
136,2024-02-02,3,202,14,7,75,0.15
137,2024-01-28,2,38,25,5,75,0.05
138,2023-07-26,15,260,16,3,75,0.1
139,2023-01-15,5,188,15,4,200,0.0
140,2024-07-07,1,57,22,4,75,0.25
141,2024-04-05,4,20,4,6,150,0.05
142,2024-11-21,15,273,7,10,200,0.15
143,2024-07-28,20,119,16,1,75,0.05
144,2023-08-29,19,71,24,11,50,0.15
145,2024-07-17,3,4,22,4,100,0.05
146,2023-04-06,20,221,21,10,100,0.15
147,2024-04-29,11,14,22,13,100,0.1
148,2024-02-11,17,3,21,4,200,0.0
149,2023-08-19,13,216,8,10,75,0.1
150,2024-10-16,11,229,17,1,200,0.0
151,2023-06-20,2,186,16,9,150,0.1
152,2024-06-24,9,55,23,4,50,0.1
153,2023-02-05,2,254,10,7,50,0.05
154,2024-06-08,9,24,10,12,100,0.25
155,2023-06-09,9,162,2,14,100,0.15
156,2024-11-29,8,158,9,3,100,0.15
157,2023-08-31,17,82,17,10,75,0.15
158,2023-03-27,1,159,11,12,150,0.0
159,2024-07-31,11,188,10,3,150,0.15
160,2024-11-12,8,60,22,14,150,0.15
161,2024-07-10,10,211,25,8,150,0.05
162,2024-07-27,7,152,17,8,100,0.1
163,2024-10-07,3,109,4,11,50,0.15
164,2023-01-28,3,76,16,12,100,0.25
165,2024-09-11,18,30,20,1,150,0.15
166,2024-07-09,5,117,15,10,100,0.0
167,2023-12-06,12,192,25,2,150,0.0
168,2023-11-27,12,19,21,8,200,0.0
169,2024-10-01,19,173,5,1,50,0.15
170,2024-05-20,6,228,6,12,200,0.05
171,2023-12-14,2,183,17,8,75,0.25
172,2024-04-17,12,113,1,8,100,0.15
173,2023-08-19,19,183,25,2,75,0.05
174,2023-07-09,5,146,19,4,100,0.05
175,2023-08-13,12,116,4,6,200,0.15
176,2024-01-20,17,113,17,12,150,0.15
177,2024-01-12,17,251,9,11,150,0.05
178,2023-10-10,10,251,24,9,100,0.05
179,2024-09-24,17,118,2,8,150,0.05
180,2024-09-19,15,161,8,12,200,0.15
181,2023-09-16,12,198,15,8,150,0.05
182,2023-12-25,16,260,7,7,200,0.0
183,2024-12-10,19,148,6,14,75,0.15
184,2024-03-31,8,240,1,13,200,0.0
185,2024-02-15,17,47,15,9,50,0.1
186,2024-10-10,5,198,23,2,50,0.15
187,2023-11-14,16,47,7,3,50,0.1
188,2024-11-07,6,78,25,10,100,0.05
189,2023-08-13,8,124,17,8,100,0.05
190,2023-08-22,18,75,2,14,100,0.25
191,2024-11-14,12,137,9,6,200,0.05
192,2024-10-25,15,90,9,10,100,0.1
193,2024-01-09,9,61,13,9,75,0.05
194,2024-11-02,13,138,6,10,50,0.15
195,2024-08-30,15,50,6,4,200,0.05
196,2024-04-16,10,259,20,8,50,0.25
197,2023-08-21,16,107,20,10,100,0.05
198,2024-11-22,7,113,21,3,200,0.1
199,2023-04-23,17,254,3,3,150,0.1
200,2024-05-11,7,118,17,8,75,0.05
201,2024-03-17,14,198,17,5,100,0.1
202,2024-07-17,15,51,12,3,100,0.1
203,2023-09-25,7,245,16,10,75,0.25
204,2024-05-24,9,35,15,11,75,0.15
205,2024-01-21,19,69,13,1,150,0.25
206,2024-01-22,16,49,23,3,100,0.0
207,2023-04-23,8,74,1,12,100,0.25
208,2024-09-04,18,192,17,9,50,0.05
209,2024-09-16,18,261,3,5,200,0.15
210,2023-03-22,20,70,15,12,200,0.05
211,2024-11-29,7,90,4,10,50,0.0
212,2023-04-23,3,260,4,2,200,0.15
213,2023-01-02,18,126,18,7,75,0.1
214,2024-10-03,10,231,17,2,200,0.25
215,2023-08-08,7,295,19,4,200,0.05
216,2024-07-19,17,129,11,12,50,0.0
217,2023-08-13,14,280,20,7,150,0.1
218,2024-01-20,3,100,3,4,200,0.25
219,2024-02-07,12,297,8,7,200,0.1
220,2024-09-29,13,182,14,7,150,0.25
221,2023-05-10,2,174,1,1,50,0.15
222,2023-02-22,3,188,14,6,150,0.1
223,2024-11-14,5,57,2,9,50,0.1
224,2024-12-30,11,31,23,2,75,0.1
225,2024-11-02,8,84,4,14,50,0.15
226,2024-12-10,12,152,24,3,75,0.0
227,2024-02-20,7,36,19,10,75,0.25
228,2023-09-04,15,213,6,5,50,0.1
229,2024-03-14,17,106,25,9,100,0.15
230,2023-07-22,4,220,1,4,50,0.0
231,2023-07-03,13,163,17,1,200,0.25
232,2023-05-03,18,220,8,4,200,0.15
233,2024-02-05,1,270,19,6,100,0.25
234,2023-10-21,16,120,21,5,75,0.1
235,2023-10-07,13,182,1,14,100,0.0
236,2024-09-01,10,106,5,13,200,0.15
237,2023-07-17,12,217,16,1,100,0.0
238,2024-05-25,2,205,6,4,50,0.1
239,2023-05-24,3,70,8,6,100,0.0
240,2024-08-31,10,44,13,13,75,0.0
241,2023-07-20,2,228,16,10,50,0.05
242,2023-05-04,13,184,3,10,150,0.0
243,2023-07-06,13,107,19,14,200,0.25
244,2023-11-22,18,84,12,4,200,0.15
245,2024-04-08,3,250,16,14,100,0.05
246,2023-12-15,7,21,11,9,50,0.15
247,2024-10-21,14,196,10,5,150,0.15
248,2024-02-07,20,178,25,8,50,0.1
249,2023-12-12,17,7,20,9,200,0.1
250,2024-05-25,12,70,4,10,50,0.05
251,2023-05-27,16,127,12,5,150,0.1
252,2023-05-28,12,160,23,6,100,0.1
253,2024-12-11,15,248,2,1,75,0.1
254,2024-05-03,10,203,24,11,50,0.15
255,2024-10-01,7,148,22,12,75,0.05
256,2024-07-04,20,143,19,7,200,0.15
257,2023-12-04,5,199,25,4,100,0.25
258,2024-10-02,1,154,5,11,100,0.15
259,2024-04-17,17,142,8,2,50,0.25
260,2023-05-31,3,165,7,5,100,0.0
261,2024-02-19,13,21,14,12,50,0.0
262,2023-10-25,14,82,24,3,50,0.25
263,2024-09-02,18,69,23,6,75,0.25
264,2023-09-20,4,131,3,8,100,0.15
265,2023-05-24,18,87,18,7,50,0.25
266,2023-12-12,5,218,16,3,75,0.05
267,2024-09-15,16,161,23,8,150,0.0
268,2024-07-25,1,178,19,2,75,0.0
269,2023-01-02,14,117,19,10,75,0.25
270,2023-10-31,15,196,18,9,50,0.1
271,2023-09-11,9,86,20,4,200,0.1
272,2024-10-13,15,289,16,1,200,0.25
273,2024-03-28,17,81,8,8,200,0.05
274,2023-02-06,4,152,1,7,75,0.1
275,2023-06-09,12,61,17,11,50,0.25
276,2023-01-09,5,61,12,13,100,0.05
277,2023-08-21,5,28,21,5,75,0.05
278,2023-04-09,11,43,11,10,75,0.15
279,2024-10-20,6,169,5,13,50,0.05
280,2023-07-27,7,86,12,5,150,0.1
281,2023-05-11,14,177,17,7,75,0.1
282,2024-02-08,11,17,6,5,150,0.25
283,2023-06-01,13,98,1,8,150,0.25
284,2023-02-23,2,198,5,11,200,0.05
285,2023-04-30,7,98,25,13,50,0.0
286,2024-11-03,20,65,14,6,150,0.15
287,2024-09-19,4,5,5,13,50,0.0
288,2024-08-09,8,2,22,5,200,0.05
289,2024-09-16,20,22,24,9,50,0.05
290,2024-02-24,19,112,1,11,75,0.0
291,2024-02-26,13,57,18,2,150,0.15
292,2023-04-14,14,66,16,1,50,0.0
293,2023-09-11,10,98,9,8,100,0.25
294,2023-08-15,11,144,19,12,50,0.1
295,2023-04-22,2,125,22,3,150,0.25
296,2024-05-24,9,167,5,14,200,0.1
297,2024-04-17,17,86,2,11,200,0.05
298,2023-04-09,3,76,15,12,150,0.15
299,2023-06-02,6,294,7,12,75,0.0
300,2023-12-04,5,59,4,12,75,0.15
301,2024-12-06,5,138,1,7,200,0.0
302,2023-06-12,15,99,13,10,200,0.25
303,2024-12-20,17,192,20,13,150,0.25
304,2024-11-11,9,243,22,11,75,0.0
305,2023-06-10,3,49,7,8,200,0.15
306,2024-08-02,20,32,15,13,75,0.0
307,2024-02-02,17,277,23,13,200,0.05
308,2023-10-04,10,20,14,6,50,0.25
309,2024-05-18,3,154,23,12,100,0.05
310,2024-01-27,18,68,19,10,50,0.25
311,2023-05-15,18,214,22,14,200,0.25
312,2023-07-14,17,143,24,9,100,0.1
313,2024-02-05,3,232,20,7,100,0.05
314,2024-10-01,3,213,24,10,200,0.05
315,2023-02-02,6,79,18,5,200,0.1
316,2024-11-18,13,214,10,8,75,0.15
317,2024-04-04,15,116,9,2,200,0.05
318,2024-04-14,9,92,25,7,150,0.0
319,2024-01-10,4,270,8,4,200,0.1
320,2023-01-22,14,168,10,9,150,0.05
321,2024-10-31,5,58,17,12,200,0.15
322,2023-02-07,2,284,2,1,75,0.05
323,2023-08-18,11,26,6,7,150,0.25
324,2023-12-31,9,66,5,6,50,0.0
325,2024-07-16,3,248,9,8,150,0.1
326,2024-03-13,9,254,5,5,75,0.25
327,2023-10-10,3,44,18,1,150,0.15
328,2023-01-27,2,97,20,1,200,0.25
329,2023-08-14,12,42,9,9,200,0.25
330,2023-10-04,10,227,17,10,75,0.15
331,2024-08-31,9,262,17,6,100,0.25
332,2023-10-11,15,167,12,10,200,0.1
333,2024-04-25,8,279,7,5,50,0.05
334,2024-03-28,5,89,3,1,75,0.25
335,2024-10-20,11,178,10,6,150,0.1
336,2024-05-30,2,197,2,6,150,0.05
337,2024-06-30,15,267,25,3,50,0.05
338,2023-07-11,6,268,3,13,200,0.25
339,2023-02-18,8,74,16,8,75,0.1
340,2024-05-26,5,8,2,14,50,0.25
341,2023-01-17,16,297,24,1,200,0.15
342,2023-06-21,18,164,10,1,75,0.05
343,2023-08-08,6,85,6,6,150,0.25
344,2023-06-07,5,72,22,10,75,0.05
345,2024-04-21,16,55,11,13,100,0.1
346,2023-02-15,13,47,23,1,75,0.0
347,2024-01-08,5,238,7,6,100,0.25
348,2024-06-01,13,104,15,1,75,0.25
349,2023-04-09,17,210,6,14,100,0.05
350,2023-02-06,18,42,20,13,150,0.1
351,2023-10-07,8,268,9,6,200,0.15
352,2023-12-15,13,263,22,3,100,0.1
353,2024-05-11,19,259,20,14,100,0.25
354,2023-10-29,3,283,12,14,150,0.15
355,2023-06-30,8,114,19,8,100,0.1
356,2024-08-29,2,40,20,13,50,0.0
357,2023-04-09,8,220,3,6,150,0.05
358,2024-11-30,13,129,15,13,50,0.1
359,2023-04-26,13,8,2,11,150,0.1
360,2023-07-10,1,101,21,13,100,0.0
361,2023-09-10,6,176,2,1,50,0.25
362,2023-06-10,19,107,22,5,100,0.05
363,2023-09-13,16,101,3,8,150,0.1
364,2023-11-19,8,260,6,3,100,0.15
365,2023-05-08,1,246,15,12,50,0.1
366,2023-01-18,16,275,10,6,50,0.05
367,2024-07-19,9,32,9,5,100,0.1
368,2024-07-23,13,137,1,6,75,0.0
369,2023-11-19,11,12,16,10,150,0.1
370,2024-11-16,13,16,6,1,150,0.1
371,2024-09-17,10,129,9,7,100,0.15
372,2023-10-15,4,63,4,9,75,0.0
373,2024-10-24,6,109,2,2,50,0.0
374,2024-09-30,7,21,4,10,200,0.1
375,2023-06-04,5,158,1,5,200,0.15
376,2024-05-04,11,269,19,10,100,0.1
377,2024-01-21,13,162,25,4,75,0.1
378,2023-04-14,19,260,10,6,75,0.05
379,2024-01-28,10,102,21,6,150,0.05
380,2023-09-03,10,223,15,11,50,0.15
381,2023-06-25,11,59,22,2,75,0.25
382,2023-02-08,7,247,19,2,200,0.05
383,2024-04-21,18,128,16,4,50,0.25
384,2024-11-12,4,283,21,1,50,0.0
385,2024-06-21,2,25,24,9,100,0.05
386,2024-02-12,14,131,22,14,75,0.05
387,2024-06-08,13,196,4,14,100,0.15
388,2024-05-20,12,281,2,13,75,0.25
389,2023-02-05,7,154,25,7,150,0.05
390,2024-11-15,2,133,13,12,100,0.05
391,2023-01-20,13,227,1,7,100,0.15
392,2023-11-17,14,189,17,3,200,0.15
393,2024-05-26,17,265,13,11,100,0.25
394,2024-02-04,9,134,4,12,75,0.0
395,2024-10-15,17,211,7,3,200,0.0
396,2024-04-15,8,60,17,1,100,0.1
397,2023-05-23,2,213,9,3,100,0.05
398,2023-04-02,13,216,4,3,150,0.25
399,2023-12-20,3,226,19,4,100,0.05
400,2024-12-27,16,131,1,4,50,0.25
401,2023-02-20,6,76,10,3,200,0.25
402,2024-10-26,19,286,4,10,50,0.25
403,2024-11-28,7,277,9,12,200,0.05
404,2024-07-28,10,156,13,8,150,0.15
405,2023-07-09,9,248,14,8,100,0.05
406,2023-05-05,2,218,10,13,100,0.25
407,2023-05-30,15,190,6,13,100,0.1
408,2023-11-10,5,163,16,1,200,0.0
409,2024-07-23,4,180,6,7,100,0.25
410,2023-12-08,20,34,17,11,50,0.1
411,2023-11-01,4,41,10,2,100,0.15
412,2024-11-22,18,75,18,1,150,0.25
413,2024-11-12,4,279,22,3,50,0.1
414,2023-02-23,17,176,18,4,100,0.25
415,2024-03-19,12,150,3,13,100,0.05
416,2024-09-04,17,273,20,6,75,0.1
417,2023-09-21,10,108,21,10,200,0.05
418,2023-02-22,1,139,25,14,50,0.05
419,2024-07-25,18,271,15,5,75,0.1
420,2024-09-11,18,289,15,14,150,0.0
421,2023-01-05,14,212,4,4,200,0.1
422,2023-04-13,15,272,9,8,50,0.0
423,2023-07-15,12,66,19,11,100,0.25
424,2023-12-16,4,248,24,12,50,0.25
425,2023-02-16,3,156,17,14,100,0.1
426,2024-10-17,20,47,11,4,200,0.25
427,2023-09-26,12,201,25,13,100,0.15
428,2024-01-05,7,148,9,10,150,0.05
429,2024-09-27,11,124,10,12,100,0.05
430,2023-04-16,1,1,18,13,150,0.0
431,2024-10-31,6,247,20,2,200,0.25
432,2024-10-20,15,128,13,3,200,0.0
433,2024-10-18,15,191,8,6,50,0.05
434,2023-04-30,19,67,7,8,150,0.05
435,2024-08-26,11,4,17,8,150,0.25
436,2023-02-27,2,294,21,11,75,0.15
437,2023-12-12,14,143,23,9,75,0.15
438,2024-04-18,2,191,15,7,75,0.25
439,2023-04-27,4,21,20,13,100,0.25
440,2023-05-07,17,227,15,2,75,0.0
441,2024-01-28,3,117,1,8,150,0.25
442,2024-10-02,13,142,25,7,100,0.15
443,2023-02-27,9,39,14,8,200,0.25
444,2024-09-25,7,252,5,12,50,0.0
445,2024-05-27,15,207,11,3,75,0.0
446,2023-04-06,11,210,16,7,200,0.0
447,2024-09-29,20,115,2,10,150,0.0
448,2023-04-28,2,225,8,13,50,0.1
449,2024-07-13,15,134,11,9,200,0.25
450,2024-08-23,14,251,18,3,50,0.05
451,2024-05-02,20,219,3,14,75,0.25
452,2023-08-25,11,91,1,10,150,0.1
453,2023-09-29,3,46,11,6,50,0.0
454,2023-07-08,17,38,16,2,200,0.1
455,2024-12-04,12,142,18,2,75,0.15
456,2024-03-22,15,100,16,5,75,0.15
457,2024-08-03,16,190,23,5,200,0.25
458,2023-09-04,5,35,10,13,200,0.25
459,2023-03-17,20,147,18,7,50,0.05
460,2023-06-03,6,30,6,12,100,0.05
461,2024-10-17,19,84,19,2,75,0.15
462,2024-03-10,5,281,4,11,50,0.0
463,2023-03-27,3,270,13,14,200,0.1
464,2024-11-27,1,154,24,13,50,0.05
465,2023-10-12,6,102,14,7,200,0.05
466,2023-08-08,15,215,3,5,150,0.0
467,2023-03-10,2,150,10,14,200,0.0
468,2023-02-16,3,83,6,6,200,0.25
469,2023-04-04,17,110,1,8,200,0.1
470,2024-03-28,12,275,23,10,100,0.0
471,2023-07-23,18,201,24,13,200,0.05
472,2023-08-06,15,284,14,14,75,0.05
473,2024-04-18,12,173,8,12,75,0.15
474,2024-03-07,16,206,19,4,50,0.0
475,2023-12-07,8,63,14,13,100,0.25
476,2024-07-04,14,73,10,7,50,0.1
477,2024-09-03,17,251,17,6,75,0.25
478,2023-10-16,8,124,9,10,75,0.05
479,2023-09-11,15,121,6,2,150,0.25
480,2023-12-23,14,275,11,8,200,0.05
481,2023-01-23,18,120,25,10,75,0.05
482,2024-06-05,20,164,7,9,50,0.05
483,2023-04-10,7,286,17,5,50,0.05
484,2023-06-29,3,265,1,10,200,0.05
485,2023-08-11,12,161,22,4,200,0.15
486,2024-10-20,3,89,5,6,150,0.25
487,2024-03-17,20,142,9,8,100,0.15
488,2024-08-30,14,203,18,11,50,0.15
489,2023-11-21,15,227,24,3,200,0.0
490,2024-05-30,14,222,21,10,50,0.0
491,2023-01-16,7,41,2,11,200,0.0
492,2023-12-02,17,196,11,11,75,0.1
493,2023-09-15,12,68,6,1,50,0.0
494,2024-05-11,20,264,8,4,75,0.25
495,2023-06-09,4,2,4,4,50,0.15
496,2024-04-19,9,125,18,1,100,0.25
497,2024-10-25,6,110,11,9,150,0.0
498,2024-11-20,16,86,5,3,75,0.1
499,2024-11-05,2,120,15,5,200,0.1
500,2024-01-15,8,127,18,6,100,0.15
501,2024-06-28,11,255,2,8,50,0.25
502,2024-11-21,13,183,22,6,75,0.05
503,2024-03-02,17,16,11,3,50,0.25
504,2024-09-04,8,62,25,6,50,0.0
505,2023-09-25,18,158,13,1,50,0.05
506,2024-07-30,18,268,4,4,150,0.1
507,2024-02-21,14,35,22,6,150,0.15
508,2023-06-17,15,267,7,7,200,0.15
509,2023-02-12,6,64,11,11,75,0.1
510,2024-07-09,11,50,22,13,100,0.0
511,2023-10-12,13,255,24,11,100,0.1
512,2024-02-01,1,149,4,10,100,0.0
513,2023-01-12,6,276,15,3,50,0.05
514,2024-08-29,9,172,1,9,150,0.1
515,2023-10-29,8,201,23,12,75,0.0
516,2023-09-10,11,35,3,12,50,0.05
517,2024-05-13,19,216,14,7,150,0.1
518,2023-02-04,9,65,6,14,150,0.15
519,2024-12-27,17,8,18,1,75,0.1
520,2023-03-31,12,76,25,2,75,0.25
521,2024-08-27,14,174,1,1,75,0.1
522,2024-08-24,15,47,6,11,50,0.25
523,2024-02-22,16,15,6,9,200,0.05
524,2023-04-25,20,147,21,9,75,0.1
525,2024-09-08,1,26,16,7,200,0.05
526,2023-07-15,10,93,5,10,50,0.05
527,2024-05-15,8,232,17,3,200,0.0
528,2024-09-17,18,21,10,13,100,0.05
529,2024-05-07,1,38,21,5,200,0.05
530,2023-03-16,2,276,18,4,75,0.1
531,2024-02-17,1,157,7,7,50,0.1
532,2024-01-11,1,179,3,14,75,0.15
533,2024-02-24,9,132,13,9,100,0.0
534,2024-12-29,13,28,15,12,75,0.05
535,2023-10-04,1,260,20,2,75,0.0
536,2024-11-06,13,76,19,13,75,0.25
537,2024-01-29,20,67,3,8,150,0.05
538,2024-04-01,7,194,4,9,100,0.0
539,2023-07-11,2,162,5,10,75,0.15
540,2024-11-19,6,257,1,14,75,0.15
541,2023-04-09,7,72,4,10,75,0.05
542,2024-07-01,14,87,12,9,50,0.25
543,2023-04-06,18,262,24,14,150,0.15
544,2024-10-25,15,214,10,10,50,0.15
545,2024-10-24,2,153,23,14,150,0.25
546,2023-07-09,10,210,25,7,75,0.0
547,2023-02-06,12,61,21,9,100,0.15
548,2024-01-04,17,268,20,9,200,0.1
549,2024-11-25,8,262,24,14,200,0.15
550,2024-06-08,11,218,25,3,75,0.0
551,2023-10-06,3,283,13,4,50,0.0
552,2023-08-05,6,136,23,2,100,0.05
553,2023-09-30,9,93,14,10,150,0.1
554,2023-03-03,6,109,23,3,75,0.0
555,2024-08-18,9,241,5,11,100,0.25
556,2024-12-29,7,142,4,11,100,0.1
557,2023-12-08,9,291,14,5,150,0.1
558,2024-02-01,18,237,10,5,100,0.25
559,2024-11-29,12,177,17,6,50,0.15
560,2023-01-19,8,141,10,13,50,0.25
561,2023-06-26,8,189,7,7,50,0.25
562,2024-09-03,18,49,16,7,100,0.15
563,2024-01-31,20,190,1,1,50,0.15
564,2024-03-20,15,136,17,14,150,0.15
565,2023-08-21,7,43,21,2,100,0.15
566,2023-03-17,11,90,9,12,200,0.15
567,2023-09-22,20,295,6,9,100,0.25
568,2024-03-30,16,245,19,10,150,0.05
569,2024-12-18,4,192,13,2,200,0.05
570,2024-01-19,6,106,3,6,100,0.0
571,2024-07-17,3,233,7,11,50,0.05
572,2024-05-20,9,265,22,11,75,0.05
573,2024-01-02,10,37,9,1,75,0.25
574,2023-05-24,14,41,22,3,50,0.15
575,2023-03-10,11,17,5,2,75,0.15
576,2023-04-09,18,277,10,3,75,0.25
577,2024-01-31,12,59,23,5,50,0.05
578,2023-01-25,12,183,17,11,50,0.25
579,2024-04-13,13,41,12,10,100,0.0
580,2024-04-28,13,39,23,6,100,0.15
581,2024-07-18,19,192,16,9,50,0.1
582,2023-05-31,19,267,3,12,150,0.0
583,2023-05-24,14,147,25,11,75,0.0
584,2024-07-22,4,127,22,10,100,0.25
585,2023-02-08,13,46,9,12,75,0.05
586,2023-04-19,8,45,15,12,200,0.15
587,2024-11-23,19,1,5,13,50,0.1
588,2023-02-11,12,168,23,4,150,0.0
589,2023-07-05,18,108,13,7,200,0.1
590,2024-02-02,6,19,14,6,200,0.05
591,2023-08-11,18,72,20,2,200,0.05
592,2024-09-25,19,109,15,10,50,0.1
593,2023-05-13,5,268,16,11,100,0.15
594,2023-06-12,9,240,23,11,50,0.05
595,2023-08-03,3,90,13,11,100,0.1
596,2023-08-23,10,103,17,8,200,0.0
597,2024-10-19,19,250,23,7,200,0.1
598,2024-08-10,3,8,8,7,150,0.1
599,2023-01-09,15,153,21,14,100,0.25
600,2023-03-15,1,174,2,8,200,0.05
601,2024-05-06,7,158,5,12,75,0.15
602,2023-09-10,12,215,6,12,150,0.15
603,2023-08-18,17,177,12,13,50,0.25
604,2024-06-02,20,175,18,14,150,0.15
605,2023-06-23,5,146,22,11,75,0.1
